Henrik Bechmann,parameterize configuration data,configuration data,data
Ethan Ruszanowski,added alt tags,alt tags,tags
Chukwuemeka O Ike,info for parking,for parking algo,parking algo
Travis,[autosave][dead-hosts::repository-structure],"",""
Colin,remove dependency on,dependency on aws,on aws dockerhub
microcai,fix #553,#553,""
hugocas,my bad,bad,""
yeG10,1.0,"",""
Deployment Bot,publishing to gh-pages,to gh-pages wed,gh-pages wed jan
AboveTheChemist,update repairman.ts (#66)updated,repairman.ts (#66)updated elements,(#66)updated elements to
Renovate Bot,update dependency javax.portlet:portlet-api,dependency javax.portlet:portlet-api to,javax.portlet:portlet-api to v3
Travis,[autosave][dead-hosts::repository-structure],"",""
dan0x09,update adapters to,adapters to use,to use native
Peter Xu,add mocks for,mocks for request-promise-native,for request-promise-native by
Mike Brady,updated readme,readme,""
sourceconnect-tests,e2e test 2020-01-01t00:46:28.679615,test 2020-01-01t00:46:28.679615,2020-01-01t00:46:28.679615
zack,/ ‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,‘class_notes/2019/analysis/review/quals/solutions/fall 2017.md’,2017.md’
Jeff Kowalski,add rubocop.yml and,rubocop.yml and address,and address rubocop
zhangwenjie-tina,update omnibrowser_local_deployment_manual.md,omnibrowser_local_deployment_manual.md,""
Erik Mackdanz,app-backup/amanda: disable sandbox-violating,disable sandbox-violating configure,sandbox-violating configure testcloses:
adityamaddala,set up ci,up ci with,ci with azure
Gerardo Salazar,add test cases,test cases for,cases for null
ejelome,replace theme with,theme with homepageadded:-,with homepageadded:- sphinx-powered
omegga,refacto cli,cli,""
julia,classe funcionario,funcionario,""
PRIZ ;],update docs.js,docs.js,""
Aishwarya Pawar,delete computenewpoints.m,computenewpoints.m,""
user Ryutta,update business,business,""
casey langen,allow for transcoder,for transcoder format,transcoder format selection
GitClock,update time,time,""
Kai Raphahn,feat: create frameworkmove,create frameworkmove bit,frameworkmove bit stuff
Vikram Babu,copy edits,edits,""
Gil Carvalho,update style.scss,style.scss,""
Melanie McGlynn,automatically backed up,backed up by,up by learn
Camilo Soto Montoya,update readme.md,readme.md,""
Sridhar Ratnakumar,load blurb from,blurb from markdown,from markdown (#5)*
The Tester,add report,report,""
jofsky,🐈 updating files,updating files for,files for working
Kevin Wang,color changes working,changes working,working
root,ac,"",""
365462129@qq.com,no message,message,""
Tianon Gravi,add tls support,tls support in,support in 6.0+
MilkyVishra,2020-01-01 .01,.01,""
Aishwarya Pawar,delete iterationloop_heliximg.m,iterationloop_heliximg.m,""
psandra1997,update index.html,index.html,""
Ricardo Morin,method: priorities,priorities,""
ghrip,scheduled refresh,refresh,""
benwubenwu,add files via,files via upload,via upload
Dustin Spicuzza,black formatting changes,formatting changes,changes
Stephen Warneford-Bygrave,fixes for broken,for broken via,broken via download
blensink192,update posts “top-10-albums-of-2010”,posts “top-10-albums-of-2010”,“top-10-albums-of-2010”
Eniola Oyewole,added login capabilityadded,login capabilityadded the,capabilityadded the option
Yehonatan Hen,merge pull request,pull request #13,request #13 from
Marcel Goldschen-Ohm,update basic_intro.ipynb,basic_intro.ipynb,""
dominicskinner,update index.html,index.html,""
Michael Szul,update readme.md,readme.md,""
unklebonehead,i am a,am a screw,a screw up
zqf,created basic files,basic files for,files for grid
randomjamart,new post,post,""
Renovate Bot,update dependency @types/mongoose,dependency @types/mongoose to,@types/mongoose to v5.5.37
GitHub,deploy from travis,from travis build,travis build 9319
James Gallagher,edit to the,to the drmpp_module/tests/makefile.am,the drmpp_module/tests/makefile.am
DentonWarnock,fixes to context,to context consuming.,context consuming.
Mohamed Mohamed,update photo_gallery.html,photo_gallery.html,""
Igor Dvorkin,updating weight,weight  for,for end
Rommel Haynes,automatically backed up,backed up by,up by learn
Juliano Dorigão,menubgsigned-off-by: juliano dorigão,juliano dorigão <jdorigao@gmail.com>,dorigão <jdorigao@gmail.com>
Kirill Shcherbina,automatically backed up,backed up by,up by learn
Aishwarya Pawar,delete norm3d.m,norm3d.m,""
Bernhard M. Wiedemann,update 000release-packages to,000release-packages to rev,to rev 377https://build.opensuse.org/package/rdiff/opensuse:factory/000release-packages?linkrev=base&rev=377by
leo60228,fix version,version,""
hhao1992,create cname,cname,""
Robert West,css class name,class name change:,name change: .p
Jeff Pooley,upload new shortcut,new shortcut,shortcut
Michael Zuniga,fixed errors for,errors for .net,for .net framework
OPSTestProduction,create a file,a file xref-prod/xrefmap_testbranch_master.yml,file xref-prod/xrefmap_testbranch_master.yml at
Xiangwei Cai,update,"",""
OPSTestProduction,update file e2e_docsbranch_prod_dynamic/index.md,file e2e_docsbranch_prod_dynamic/index.md at,e2e_docsbranch_prod_dynamic/index.md at 2020-01-01
Your Name,log_analytics retrieves information,retrieves information on,information on each
OPSTestProduction,modify article,article,""
OPSTestProduction,e2e: build pdf,build pdf test,pdf test
Mazdak Farrokhzad,cleanup check_pat,check_pat,""
jacobatwork,updated log,log,""
Zac Medico,sys-apps/nvme-cli: remove old,remove old versionspackage-manager:,"old versionspackage-manager: portage-2.3.84,"
Leonardo Espinoza,cambio de nombre,de nombre a,nombre a estilos.css
Robin Bisho,removed an unneeded,an unneeded import,unneeded import
schwarze,when all cells,all cells in,cells in a
Colin,remove dependency on,dependency on aws,on aws dockerhub
Kai Hwang,job ads.,ads.,""
Ming,create levelordertraversaldfs.java,levelordertraversaldfs.java,""
Kin Lane,write file,file,""
Aishwarya Pawar,delete one,one,""
aliefamzari,change >> to,>> to tee,to tee -a
johan gace,update the,update the book,the book challenge
Stepan Koltsov,fix deprecation warning,deprecation warning,warning
Albert.CH.Shih,add entry point,entry point,point
Thomas Huybrechts,update target broker,target broker ip,broker ip address
china0532,update openwrt-ci.yml,openwrt-ci.yml,""
simerplaha,someornone,"",""
wingtorres,delete test-image.jpg,test-image.jpg,""
manuelespinosa,update readme.md,readme.md,""
wessilfie,rebuild pages,pages,""
haipe,版本号资源,"",""
Jack Murphy,add files via,files via upload,via upload
David Ladowitz,add colon,colon,""
Unknown,improved structure data,structure data logic,data logic
blensink192,update posts “top-10-albums-of-2010”,posts “top-10-albums-of-2010”,“top-10-albums-of-2010”
Ali Rizvi,rename getauthors to,getauthors to getdevelopersauthors,to getdevelopersauthors +
Michael Wiinberg Olesen,upgrade of rop,of rop,rop
Aishwarya Pawar,delete tripleiterloop.m,tripleiterloop.m,""
Jeremy David Giesbrecht,refreshed.,"",""
Kailana Kahawaii,automatically backed up,backed up by,up by learn
khandgp1,first iteration of,iteration of the,of the backend
Bot,update,"",""
gabesharpton,changed dev icon,dev icon,icon
Yaiyan,add support for,support for angled,for angled labels
Brandon Craig,finished section 6,section 6,6
geekwise-korey-nichols,bugfix: changed max,changed max length,max length for
yfhuang,uploaded index.html,index.html,""
Nathan Getty,shit wrong branch,wrong branch,branch
Renovate Bot,chore(deps): update dependency,update dependency com.google.apis:google-api-services-cloudiot,dependency com.google.apis:google-api-services-cloudiot to
jenkins-x-bot,publishing files for,files for path,for path jenkins-x/logs/cb-kubecd/environment-pr-120-102-gke-upgrade-staging/master/1.log
hww1996,添加新的member change的方法 (#43)*,"change的方法 (#43)* 修复使用旧conf的bug*","(#43)* 修复使用旧conf的bug* bug"
donaldsouza,message_2020-01-01t00:47:14,"",""
jekyllvn,update index.html,index.html,""
GitHub Action,add data for,data for wed,for wed jan
Kyle Bjordahl,fix: remove old,remove old import,old import
Ben Chuanlong Du,...,"",""
Aishwarya Pawar,delete tripleiterloopbody.m,tripleiterloopbody.m,""
SHRUTIKALOKHANDE,print the element,the element of,element of list
sthen,"update to s-nail-14.9.16,","to s-nail-14.9.16, from","s-nail-14.9.16, from maintainer"
wruiz,npm start listo,start listo,listo
RhXKGxbwQHmTREDU,66779455,"",""
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
Mohsan Khan,update readme.mdfix formatting,readme.mdfix formatting,formatting
Alejandro Damian Lozano,update readme.md,readme.md,""
“XurongChi”,capture ip,ip,""
Antimeuh2433,fixed weird thing,weird thing in,thing in main.cpp
sgoldenlab,add files via,files via upload,via upload
e99999,mostly recipe stuff,recipe stuff for,stuff for ic2c
purerosefallen,move,"",""
Mohsin Niazi,update to new,to new assignment,new assignment structure
SockPuppetry,travis ci build,ci build 187068,build 187068
Riley Shaw,updates,"",""
zhagyilig,[add] 对象应用、可变性和垃圾回收.,对象应用、可变性和垃圾回收.,""
Gary Mann,nuget config file,config file,file
wfz8023,add gitignore,gitignore,""
Matheus Ferraz,update challenge-05.js,challenge-05.js,""
Volodymyr Shcherbyna,release igel 2.2.1,igel 2.2.1 (#136),"2.2.1 (#136) (#137)tc=40/102hash=256rank"
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
aqi-moscun,update file at:,file at: 2020-01-01,at: 2020-01-01 00:47:22
binishmaharjan,deleting rxgesture,rxgesture,""
ardnew,initial port of,port of c,of c to
confusdcodr,rename packages in,packages in travis,in travis to
Daniel Egan,corrected version,version,""
Morten Kals,create cname,cname,""
fxnoob,whatsapp web cli,web cli radhey,cli radhey radhey
RutuM,new post,post,""
Sebastián Aberastury,my commit message,commit message,message
Prabesh,update ideasnotebook.md,ideasnotebook.md,""
5john,2020/01/01 00:47:23,00:47:23,""
kaiorosa1,add tachyons,tachyons,""
Ming Tang,add umap tsne,umap tsne compare,tsne compare
glitchhhhy,update styles.css,styles.css,""
ericyueyi,eric 提交,提交,""
wingtorres,delete test-image.csv,test-image.csv,""
Joshua Coales,"fixing datetime checking,","datetime checking, download","checking, download link"
Ranadeep Mukherjee,update readme.md,readme.md,""
JE Low,found and fixed,and fixed an,fixed an issue
Paul-Davis,added code to,code to ignore,to ignore annotations
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
Huahai Yang,deployed 779fd04 with,779fd04 with mkdocs,with mkdocs version:
Rebecca Wallander,c64_cass.xml - update,"- update bmxracersa3actually,","update bmxracersa3actually, this"
PRIZ ;],update grab.js,grab.js,""
Alex Browne,move code out,code out of,out of gopath
Alexander Solbrig,build(recipe): build(recipe): add,"build(recipe): add \"rezept","add \"rezept hinzufügen\""
xuestrange,update _config.ymltest1,_config.ymltest1,""
tommaso-sebastianelli,added toast after,toast after transaction,after transaction save/update
srinidhisrinivas,lol;;,"",""
angiechangpagne@gmail.com,scraping with node,with node,node
jobhimain,gas commit -,commit - 12-31-2019,- 12-31-2019 19:47:30
Loreina Chew,add status page,status page text,page text constants
Andres Andrade,deploy changes to,changes to aws,to aws
Cong Fandi,change nama project,nama project android,project android studio
tduplantis83,changed home page,home page text,page text to
Evan Bacon,update package.json,package.json,""
Guangning,add diskusagethreshold to,diskusagethreshold to 0.99,to 0.99 (#5970)###
ColeEwert,full barns history,barns history added,history added
Marcus Richard,images added,added,""
sqeven,synchronizing completion at,completion at 2020-01-01,at 2020-01-01
thomasmarsh16,add purpose,purpose,""
Randy LeVeque,added tests/particles to,tests/particles to test,to test one
JIAHONG LI,12/30/19,"",""
zydgbbs,nio,"",""
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
kmorgan8588,updates post route,post route to,route to accept
benwubenwu,add files via,files via upload,via upload
ivanisinvesting,1/1/2020 8:45:23 am,8:45:23 am,am
Hannes Hauptmann,button and text,and text render,text render complete
unknown,links highlight works,highlight works,works
hhl,md,"",""
quantum9Innovation,ok that last,that last update,last update was
MANDARIN,useactions 커스텀 훅,커스텀 훅,훅
dmontigny,working on web,on web scraping,web scraping -
hankcs,:checkered_flag:常规维护、多项改进；小版本+1，发布v1.7.6,"",""
87591,log,"",""
jinghuijuan6,log,"",""
jinghuijuan7,log,"",""
87591,log,"",""
Jeff Pooley,update readme,readme,""
The Tester,add report,report,""
lihkg,update 1804377.json 2020-01-01t00:47:34.851z,1804377.json 2020-01-01t00:47:34.851z,2020-01-01t00:47:34.851z
jekyllvn,update header.html,header.html,""
sqeven,synchronizing completion at,completion at 2020-01-01,at 2020-01-01
jaezuchowski,updated readme,readme,""
Renovate Bot,chore(deps): update dependency,update dependency com.google.api-client:google-api-client,dependency com.google.api-client:google-api-client to
William Lake,complete,"",""
Chelsey McKinney,adding proper social,proper social media,social media urls
Rommel Haynes,automatically backed up,backed up by,up by learn
SharkFin,single tab spacing,tab spacing -,spacing - tab
Cameron Shinn,added status,status,""
Fernando Ferreira,add authentication and,authentication and send,and send signup
EC2 Default User,initial commit,commit,""
Alisonhardison,user can now,can now delete,now delete notecards
Dream,update cname,cname,""
closedsum,wip updating naming,updating naming for,naming for data
lihkg,update 1805471.json 2020-01-01t00:47:38.733z,1805471.json 2020-01-01t00:47:38.733z,2020-01-01t00:47:38.733z
tumhopaasmere,git cloneshare commit,cloneshare commit,commit
Brokalys bot,"monthly data (house,","data (house, rent,","(house, rent, latvia):"
dominicskinner,update index.html,index.html,""
Joshua,fix: update link,update link,link
sqeven,synchronizing completion at,completion at 2020-01-01,at 2020-01-01
AboveTheChemist,update bloody-hands.ts (#65)updated,bloody-hands.ts (#65)updated alignment,(#65)updated alignment to
Andrew Dinh,install env-cmd to,env-cmd to use,to use gatsby
Bhushan S Vasisht,update definition of,definition of n,of n
chuan12,update data.js,data.js,""
ssaavvaa,vvfvfvfvf,"",""
Web-Media,get single route,single route,route
Burak Ozarslan,corrected typo,typo,""
lihkg,update 1805712.json 2020-01-01t00:47:41.480z,1805712.json 2020-01-01t00:47:41.480z,2020-01-01t00:47:41.480z
tailaiw,added unit tests,unit tests for,tests for train/test
kunfayakun,git cloneshare commit,cloneshare commit,commit
pk,added a new,a new project,new project
